5.2,0.3,1231,5
7.2,0.3,865.4,5
9.2,0.3,710,4
11.2,0.3,537,5
21.2,0.3,340,10
19.2,0.3,360,6
15.2,0.3,419,10
13.2,0.3,455,10
28.2,0.3,300,10
25.2,0.3,337,9
22.2,0.3,337,10
17.2,0.3,364,10
31.2,0.3,264,10
44.2,0.3,127,10
57.2,0.3,173,10
49.2,0.3,145,10
42.2,0.3,145,10
38.2,0.3,200,10
60.2,0.3,200,10
