0.00000000,-41.57486000,-34.46623000
0.00596046,-48.19268000,-41.72967000
0.01192093,-55.26287000,-58.35793000
0.01788139,-60.91337000,-66.12550000
0.02384186,-70.83854000,-65.82350000
0.02980232,-72.48632000,-65.37999000
0.03576279,-60.27826000,-65.65667000
0.04172325,-58.18810000,-63.93214000
0.04768372,-63.87584000,-58.67760000
0.05364418,-62.54498000,-59.23863000
0.05960464,-62.32424000,-68.27702000
0.06556511,-66.80061000,-78.49461000
0.07152557,-65.29088000,-78.84000000
0.07748604,-76.47533000,-73.21570000
0.08344650,-60.23930000,-76.20056000
0.08940697,-57.20140000,-66.70272000
0.09536743,-58.91159000,-59.30965000
0.10132790,-58.96511000,-58.19498000
0.10728836,-67.81293000,-59.95405000
0.11324883,-65.80305000,-62.06291000
0.11920929,-67.49931000,-63.88533000
0.12516975,-62.03827000,-68.98439000
0.13113022,-56.23977000,-78.27516000
0.13709068,-61.72556000,-76.47599000
0.14305115,-70.55871000,-69.36242000
0.14901161,-70.99460000,-68.44641000
0.15497208,-65.49020000,-76.67372000
0.16093254,-59.04547000,-82.15651000
0.16689301,-64.40195000,-73.11018000
0.17285347,-63.37143000,-64.75228000
0.17881393,-64.18420000,-63.23542000
0.18477440,-73.09275000,-65.80566000
0.19073486,-64.53375000,-68.26997000
0.19669533,-60.71156000,-69.91906000
0.20265579,-64.41227000,-68.62326000
0.20861626,-71.30308000,-65.03094000
0.21457672,-60.06868000,-64.97423000
0.22053719,-55.47255000,-66.64982000
0.22649765,-53.62049000,-69.49881000
0.23245811,-54.59522000,-72.68825000
0.23841858,-59.54635000,-68.67992000
0.24437904,-60.86993000,-67.65027000
0.25033951,-54.15858000,-68.14541000
0.25629997,-57.54619000,-78.53323000
0.26226044,-62.90273000,-72.14896000
0.26822090,-58.23236000,-77.16293000
0.27418137,-58.55455000,-72.96634000
0.28014183,-59.11342000,-70.52646000
0.28610229,-69.71503000,-67.80429000
0.29206276,-61.52095000,-69.00361000
0.29802322,-58.06584000,-77.53839000
0.30398369,-61.15293000,-68.58252000
0.30994415,-64.00359000,-72.02202000
0.31590462,-67.60812000,-82.08543000
0.32186508,-69.64943000,-77.38911000
0.32782555,-63.68049000,-68.85829000
0.33378601,-62.50108000,-72.79998000
0.33974648,-58.93289000,-76.52976000
0.34570694,-57.98202000,-74.42897000
0.35166740,-57.46681000,-74.93356000
0.35762787,-58.04760000,-66.34470000
0.36358833,-61.20057000,-77.08511000
0.36954880,-55.55875000,-63.99980000
0.37550926,-59.34738000,-69.63815000
0.38146973,-64.85480000,-75.43512000
0.38743019,-75.92287000,-71.79266000
0.39339066,-58.27164000,-75.83561000
0.39935112,-56.35147000,-68.26746000
0.40531158,-59.83525000,-72.40689000
0.41127205,-63.03360000,-77.66000000
0.41723251,-56.64037000,-74.88567000
0.42319298,-52.37411000,-81.44110000
0.42915344,-54.83684000,-71.69872000
0.43511391,-61.60537000,-67.75578000
0.44107437,-62.51030000,-63.19654000
0.44703484,-67.55555000,-62.12633000
0.45299530,-61.72594000,-61.32556000
0.45895576,-57.86828000,-63.23432000
0.46491623,-61.08463000,-82.55177000
0.47087669,-63.14962000,-69.70853000
0.47683716,-66.33082000,-56.39508000
0.48279762,-55.37929000,-38.05888000
0.48875809,-52.42842000,-31.56707000
0.49471855,-52.74904000,-33.90446000
