1.1909500E+2,3.8000000E+1,1.7638233E+0,1.0425703E+0,1.0399044E+5,8.9030381E+3,2.6354137E+2,1.9000000E+0
1.2214000E+2,3.9000000E+1,1.8068499E+0,1.0406015E+0,3.6291100E+3,8.8172722E+3,1.0819497E+2,1.9500000E+0
1.2518400E+2,4.0000000E+1,1.8592583E+0,9.9012383E-1,2.2836446E+3,8.6936956E+3,2.2871247E+2,2.0000000E+0
1.2822700E+2,4.1000000E+1,1.8961372E+0,9.6401743E-1,4.3965289E+3,8.6422990E+3,3.0681784E+2,2.0500000E+0
1.3126900E+2,4.2000000E+1,2.0321501E+0,8.2881299E-1,2.8571987E+6,8.4907343E+3,1.7258581E+2,2.1000000E+0
1.3431700E+2,4.3000000E+1,2.0356426E+0,7.2823198E-1,1.6469633E+6,8.3884406E+3,1.2880768E+2,2.1500000E+0
1.3735800E+2,4.4000000E+1,2.0371457E+0,7.2006450E-1,1.4573799E+6,8.3873591E+3,7.8427174E+1,2.2000000E+0
1.4039900E+2,4.5000000E+1,2.1243992E+0,5.7488501E-1,7.2807814E+5,8.2307496E+3,1.3168241E+2,2.2500000E+0
1.4344900E+2,4.6000000E+1,2.1287063E+0,5.4887871E-1,4.0499920E+3,8.2096395E+3,2.6759575E+2,2.3000000E+0
1.4650100E+2,4.7000000E+1,2.1662121E+0,4.9518525E-1,3.6250707E+3,8.1400917E+3,1.0437389E+2,2.3500000E+0
1.4957100E+2,4.8000000E+1,2.3081229E+0,4.1608062E-1,4.0550050E+3,7.9189749E+3,9.4399231E+1,2.4000000E+0
1.5267300E+2,4.9000000E+1,2.3336002E+0,4.2259658E-1,3.4330537E+3,7.9060627E+3,1.2599390E+2,2.4500000E+0
1.5569800E+2,5.0000000E+1,2.3939483E+0,4.4281260E-1,2.5251694E+6,7.8113816E+3,3.2449424E+2,2.5000000E+0
1.5875900E+2,5.1000000E+1,2.4021038E+0,4.8516504E-1,1.2392313E+6,7.7076639E+3,2.0166752E+2,2.5500000E+0
1.6180700E+2,5.2000000E+1,2.4180781E+0,5.0461152E-1,3.0347139E+3,7.6728985E+3,1.5732266E+2,2.6000000E+0
1.6485700E+2,5.3000000E+1,2.4789075E+0,5.8351592E-1,3.7779706E+3,7.5761799E+3,9.0341493E+1,2.6500000E+0
1.6789400E+2,5.4000000E+1,2.5078518E+0,6.9035132E-1,5.1328501E+3,7.4895840E+3,2.0101450E+2,2.7000000E+0
1.7095400E+2,5.5000000E+1,2.5987111E+0,8.9060024E-1,4.6778537E+3,7.3247420E+3,1.7200794E+2,2.7500000E+0
1.7400800E+2,5.6000000E+1,2.6134196E+0,9.2268765E-1,4.3024504E+3,7.2993168E+3,2.9845141E+2,2.8000000E+0
1.7705500E+2,5.7000000E+1,2.7455318E+0,1.0685187E+0,5.2084910E+6,7.1647104E+3,5.6912877E+1,2.8500000E+0
1.8010500E+2,5.8000000E+1,2.7554321E+0,1.1411962E+0,1.1429674E+4,7.0854973E+3,3.0289362E+2,2.9000000E+0
1.8315400E+2,5.9000000E+1,2.7647085E+0,1.1881396E+0,5.5491768E+3,7.0128643E+3,7.4783725E+1,2.9500000E+0
1.8628300E+2,6.0000000E+1,2.7933730E+0,1.2172149E+0,3.5327307E+3,6.9813451E+3,1.1598077E+2,3.0000000E+0
1.8931300E+2,6.1000000E+1,2.8442103E+0,1.2196906E+0,5.9038872E+3,6.8846565E+3,3.1684030E+2,3.0500000E+0
1.9236900E+2,6.2000000E+1,2.9243869E+0,5.9024888E-1,1.7231304E+3,6.7346277E+3,1.3010070E+2,3.1000000E+0
1.9545600E+2,6.3000000E+1,2.9352839E+0,6.4699624E-1,2.4437471E+6,6.6889877E+3,2.3648600E+2,3.1500000E+0
1.9853800E+2,6.4000000E+1,3.0603380E+0,8.1696616E-1,1.9235327E+3,6.5119129E+3,8.4926562E+1,3.2000000E+0
2.0158300E+2,6.5000000E+1,3.1102243E+0,8.5354292E-1,1.5566510E+5,6.4534099E+3,1.5893632E+2,3.2500000E+0
2.0462600E+2,6.6000000E+1,3.1152104E+0,8.6040713E-1,2.1200769E+3,6.4431136E+3,2.1628894E+2,3.3000000E+0
2.0767000E+2,6.7000000E+1,3.1372948E+0,7.5623481E-1,2.1702475E+3,6.2762901E+3,3.0859647E+2,3.3500000E+0
2.1071300E+2,6.8000000E+1,3.1776190E+0,7.1302607E-1,1.5200216E+3,6.2507814E+3,1.5613938E+2,3.4000000E+0
2.1375500E+2,6.9000000E+1,3.2064786E+0,6.1090977E-1,6.0577609E+3,6.1822543E+3,1.6312681E+2,3.4500000E+0
2.1679900E+2,7.0000000E+1,3.2935708E+0,4.3339673E-1,1.3522582E+6,6.0184969E+3,2.5071757E+2,3.5000000E+0
2.1984500E+2,7.1000000E+1,3.3144876E+0,4.2249429E-1,2.0739155E+3,5.9658396E+3,2.6595896E+2,3.5500000E+0
2.2288900E+2,7.2000000E+1,3.3474215E+0,4.3115176E-1,1.9678532E+3,5.9062640E+3,7.6079895E+1,3.6000000E+0
2.2593600E+2,7.3000000E+1,3.4767524E+0,6.1468730E-1,1.8115182E+6,5.7264196E+3,6.9620947E+1,3.6500000E+0
2.2898100E+2,7.4000000E+1,3.4774169E+0,7.1580566E-1,1.8392190E+3,5.6528659E+3,1.0080253E+2,3.7000000E+0
2.3202300E+2,7.5000000E+1,3.5406059E+0,8.5819097E-1,1.8755560E+3,5.5519754E+3,9.3757157E+1,3.7500000E+0
2.3506400E+2,7.6000000E+1,3.5690273E+0,9.2022256E-1,2.2353394E+3,5.4854453E+3,2.7389066E+2,3.8000000E+0
2.3810800E+2,7.7000000E+1,3.6320479E+0,9.1929600E-1,2.0703843E+6,5.3876413E+3,2.2104522E+2,3.8500000E+0
2.4115200E+2,7.8000000E+1,3.6555557E+0,8.8147334E-1,1.7928574E+5,5.3374170E+3,1.1752976E+2,3.9000000E+0
2.4419800E+2,7.9000000E+1,3.6733125E+0,7.5560967E-1,2.0049931E+3,5.2396942E+3,1.9671153E+2,3.9500000E+0
2.4723900E+2,8.0000000E+1,3.7573323E+0,6.1374790E-1,1.9790164E+3,5.1802268E+3,8.0937145E+1,4.0000000E+0
2.5028500E+2,8.1000000E+1,3.8298932E+0,4.7742866E-1,1.9428234E+3,5.0386772E+3,8.3323912E+1,4.0500000E+0
2.5332800E+2,8.2000000E+1,3.8391175E+0,4.2725518E-1,2.4327343E+6,4.9989950E+3,1.7560609E+2,4.1000000E+0
2.5636900E+2,8.3000000E+1,3.8675612E+0,4.2392339E-1,1.4632984E+6,4.9042487E+3,3.2610649E+2,4.1500000E+0
2.5941100E+2,8.4000000E+1,3.9468014E+0,5.7246250E-1,1.3385179E+3,4.7759806E+3,1.8984431E+2,4.2000000E+0
2.6245300E+2,8.5000000E+1,3.9786494E+0,6.6213867E-1,1.6105512E+6,4.7290918E+3,9.1658354E+1,4.2500000E+0
2.6549700E+2,8.6000000E+1,4.0537883E+0,8.9546025E-1,2.3856140E+6,4.6058249E+3,3.1514952E+2,4.3000000E+0
2.6854000E+2,8.7000000E+1,4.1363299E+0,1.0063502E+0,1.0997632E+6,4.5278667E+3,2.2234791E+2,4.3500000E+0
2.7158200E+2,8.8000000E+1,4.1911072E+0,1.0497602E+0,2.1467507E+3,4.4314382E+3,4.8054879E+1,4.4000000E+0
2.7462200E+2,8.9000000E+1,4.1986084E+0,1.0289970E+0,5.6432779E+3,4.3825707E+3,3.1553962E+2,4.4500000E+0
2.7766500E+2,9.0000000E+1,4.2414756E+0,8.6842607E-1,1.6224715E+4,4.2625470E+3,4.6023846E+1,4.5000000E+0
2.8071000E+2,9.1000000E+1,4.2898531E+0,6.7598237E-1,2.0694590E+3,4.1604784E+3,1.0721210E+2,4.5500000E+0
2.8375400E+2,9.2000000E+1,4.3271239E+0,5.4422603E-1,1.9653574E+3,4.1027729E+3,8.2355603E+1,4.6000000E+0
2.8679700E+2,9.3000000E+1,4.3789526E+0,4.2666187E-1,2.8026602E+6,3.9879914E+3,1.3057066E+2,4.6500000E+0
2.8983900E+2,9.4000000E+1,4.3893816E+0,4.1347109E-1,2.5999985E+3,3.9295558E+3,1.8277997E+2,4.7000000E+0
2.9288300E+2,9.5000000E+1,4.5130936E+0,5.3636304E-1,2.2165155E+3,3.8073508E+3,3.3936139E+2,4.7500000E+0
2.9592300E+2,9.6000000E+1,4.5564934E+0,6.8364287E-1,1.0969257E+5,3.7553962E+3,1.1376151E+1,4.8000000E+0
2.9896700E+2,9.7000000E+1,4.5596575E+0,9.3981577E-1,5.5667491E+5,3.6455384E+3,2.4796255E+0,4.8500000E+0
3.0200900E+2,9.8000000E+1,4.5899065E+0,1.0914809E+0,1.4493439E+6,3.5756002E+3,2.4449264E+2,4.9000000E+0
3.0505600E+2,9.9000000E+1,4.6498444E+0,1.2272469E+0,3.4473215E+5,3.4669761E+3,1.8297220E+2,4.9500000E+0
3.0809800E+2,1.0000000E+2,4.7177886E+0,1.1911204E+0,1.5845924E+6,3.3645235E+3,2.8184625E+2,5.0000000E+0
