5.2,0.3,41.94,0.1
7.2,0.3,65.81,2
9.2,0.3,90.97,2
11.2,0.3,123.9,0.5
21.2,0.3,285.15,1
19.2,0.3,249.7,1
15.2,0.3,185.8,1
13.2,0.3,152.3,1
28.2,0.3,375.48,1
25.2,0.3,338.06,1
22.2,0.3,301.29,1
17.2,0.3,220,1
